cardid,value,pmethod,sex,homeown,income,age,fruitveg,freshmeat,dairy,cannedveg,cannedmeat,frozenmeal,beer,wine,softdrink,fish,confectionery
106314,24.1036,CASH,F,NO,10800,37,0,0,0,1,1,0,0,0,0,0,0
34529,43.1953,CARD,F,NO,19800,18,1,0,0,0,1,0,0,0,0,1,1
56220,12.6155,CARD,F,YES,12500,28,0,1,0,0,1,0,0,0,0,0,0
49085,26.1937,CARD,M,NO,29400,25,0,0,0,0,0,0,0,1,0,1,1
84497,38.2919,CARD,F,YES,23000,31,0,0,0,0,1,0,0,1,0,0,1
90165,10.855,CHEQUE,F,YES,10700,24,0,0,0,1,0,0,0,0,0,0,0
98626,27.505,CHEQUE,F,YES,24800,42,0,0,1,1,0,0,0,0,0,1,1
96289,16.1359,CARD,M,NO,13900,47,1,0,0,1,0,1,1,0,0,0,0
78598,48.6573,CASH,M,NO,28100,30,0,0,0,0,0,0,0,1,0,0,1
37571,18.0642,CASH,M,NO,20700,38,0,1,0,1,0,0,0,1,1,0,0
42689,12.2038,CARD,F,NO,20000,40,1,0,0,0,0,0,0,0,0,0,1
102421,19.2276,CASH,M,YES,14700,25,0,0,0,0,1,0,0,0,1,1,0
75792,31.2017,CASH,M,NO,27000,50,0,0,0,0,0,0,0,1,0,0,0
71604,18.1721,CARD,M,YES,25600,49,0,0,1,0,0,0,1,0,0,1,0
102348,14.9206,CARD,M,YES,24300,36,0,0,0,0,0,0,0,0,0,0,0
28233,40.8109,CASH,F,YES,29900,50,1,0,0,0,0,0,1,1,0,1,1
72902,46.5449,CASH,F,YES,25300,16,0,0,1,0,0,0,0,1,1,0,1
102703,40.0432,CARD,M,YES,30000,32,1,1,0,0,1,0,0,0,1,0,0
50645,31.6988,CHEQUE,F,YES,30000,45,0,1,0,0,0,1,0,0,0,0,0
40282,33.5207,CASH,F,YES,20500,42,0,0,1,0,0,1,0,1,0,0,1
94015,48.1999,CHEQUE,F,NO,20500,24,1,0,0,0,0,0,0,1,0,1,1
98696,31.1958,CASH,M,YES,13800,39,0,0,0,0,0,0,0,1,0,0,1
43401,29.4406,CASH,M,NO,11600,24,1,0,0,1,0,1,1,0,0,1,0
106585,23.6473,CASH,M,NO,21000,50,0,0,0,1,1,0,1,0,0,0,0
106792,37.477,CASH,M,NO,18800,45,0,0,0,0,0,0,0,0,0,0,0
34702,26.3763,CARD,M,YES,29100,25,1,0,0,0,0,0,0,0,0,1,0
19999,17.1606,CARD,F,NO,23600,44,1,0,0,1,0,1,0,0,0,1,0
76145,27.5548,CARD,F,NO,29800,27,0,1,0,0,1,0,0,0,0,0,0
84033,43.42,CASH,F,YES,16600,31,0,1,0,1,0,0,0,1,0,0,0
50142,17.7878,CARD,M,YES,24500,23,0,0,0,0,0,0,0,1,0,0,0
96474,44.5139,CHEQUE,F,YES,24900,40,0,0,0,0,0,0,0,0,0,0,0
101699,15.1186,CARD,M,YES,27800,35,0,0,1,0,1,1,0,0,0,0,0
23380,36.4903,CHEQUE,M,NO,23200,43,0,0,0,0,0,0,0,0,0,1,0
63368,42.4066,CARD,M,NO,13000,38,1,0,0,1,0,1,1,0,0,0,0
32392,16.1584,CARD,M,NO,27600,22,1,0,0,0,0,0,0,0,0,1,0
79577,41.2514,CARD,F,YES,22600,38,0,1,0,0,0,0,0,1,0,0,0
30558,16.5851,CARD,F,YES,23800,34,0,0,0,0,0,0,0,0,0,1,0
103166,25.5922,CASH,F,NO,25900,33,0,1,1,0,0,0,0,1,0,0,0
64053,31.1795,CHEQUE,F,NO,27200,36,0,0,0,0,0,0,0,1,0,0,0
28081,26.1124,CARD,M,NO,15400,16,1,1,0,0,1,0,1,0,0,1,1
106044,36.1337,CARD,M,NO,14500,29,1,0,0,1,0,1,1,1,0,1,0
11241,33.8901,CHEQUE,M,NO,13500,22,1,1,0,1,0,1,1,0,0,1,0
11966,22.1877,CARD,M,NO,10400,16,1,0,1,0,0,0,0,0,0,1,1
15835,24.3642,CASH,F,YES,17100,41,0,0,0,0,0,0,0,0,0,1,0
107714,22.1969,CARD,F,YES,20200,21,1,1,1,0,1,0,0,0,1,0,0
29095,46.7096,CHEQUE,M,NO,15900,42,0,0,0,1,0,1,1,1,0,0,0
98635,33.9481,CASH,F,YES,26700,22,0,1,0,0,0,0,0,1,0,0,1
20849,44.9825,CASH,F,NO,30000,30,0,0,1,1,0,0,0,1,1,1,1
87703,27.7087,CASH,M,NO,27200,20,1,0,0,0,1,0,0,0,0,1,1
54981,49.2205,CASH,M,YES,24800,17,0,0,0,1,1,0,0,1,0,0,0
51818,16.6528,CARD,M,NO,26300,34,1,0,0,0,0,0,0,0,0,0,0
15650,48.7559,CARD,M,YES,22300,28,0,0,0,0,0,0,0,0,0,1,0
56097,46.7188,CASH,F,YES,23400,25,0,0,0,0,0,0,0,1,0,0,1
54172,10.4023,CHEQUE,F,YES,19800,46,0,1,0,0,0,0,1,0,0,1,0
103749,34.7506,CARD,F,YES,21000,21,0,0,1,0,0,0,0,0,0,1,0
98409,32.6006,CASH,F,NO,24900,35,0,0,0,0,0,0,0,1,0,0,1
57762,26.7967,CASH,M,YES,20700,36,1,0,0,0,1,0,0,0,0,0,0
82901,39.8343,CASH,F,NO,22600,33,0,0,0,0,0,0,0,1,0,0,1
88972,31.8546,CASH,M,NO,19200,22,1,0,0,0,0,0,0,1,0,1,0
73383,13.9755,CARD,M,NO,18000,31,0,0,0,0,1,0,0,0,0,0,0
42163,44.9981,CASH,M,NO,29300,29,1,0,0,0,0,0,0,0,0,0,0
41841,18.2815,CASH,M,NO,21500,40,1,1,1,1,0,0,0,0,1,0,1
39077,20.5746,CARD,M,NO,28200,34,0,1,0,0,1,0,0,0,0,0,0
70014,17.4934,CARD,M,NO,28700,25,0,0,0,1,0,0,0,1,0,0,0
78428,12.3794,CARD,F,YES,13900,38,0,0,0,0,0,1,0,0,1,0,0
23784,25.7551,CASH,F,YES,18500,20,0,0,1,0,0,0,0,0,0,0,0
26291,14.0896,CARD,F,YES,17100,49,0,1,0,0,0,0,0,1,1,0,0
88549,37.5927,CARD,M,NO,22600,20,1,0,0,0,0,1,0,0,1,1,0
90911,30.5207,CASH,F,NO,17100,16,1,1,0,0,0,1,0,0,0,0,0
17470,19.0756,CASH,F,NO,26900,42,0,0,0,0,0,1,1,0,0,1,1
94531,32.7653,CASH,M,YES,27800,41,0,1,0,0,1,1,0,0,0,0,0
90462,10.0726,CASH,M,NO,10300,36,0,1,0,1,0,1,1,1,0,0,0
108003,12.5105,CARD,F,NO,29400,34,0,0,0,1,0,0,0,1,0,1,0
87953,16.2099,CARD,M,YES,22500,22,0,0,0,0,1,1,0,0,0,1,0
36863,39.4701,CARD,F,YES,25500,34,0,0,1,0,0,0,0,1,0,0,1
28138,40.9457,CASH,F,YES,12200,32,0,0,0,0,0,0,0,0,0,1,0
69965,38.7874,CARD,M,NO,22300,21,1,0,1,0,0,0,1,0,0,1,0
100047,24.1955,CHEQUE,F,NO,27000,23,1,0,0,1,0,0,0,0,0,1,0
13325,41.2805,CARD,F,NO,20500,48,0,0,0,0,0,0,0,1,0,1,1
17747,33.8601,CARD,M,YES,19900,37,0,0,0,0,0,0,0,0,0,1,0
61618,34.4744,CHEQUE,F,YES,15600,49,0,0,0,1,0,0,0,0,0,0,1
97148,49.3472,CARD,F,NO,23500,34,0,0,0,1,0,0,1,1,1,0,1
28977,37.2656,CARD,M,NO,11300,33,0,1,0,1,1,1,1,0,1,0,0
37784,49.0631,CARD,M,YES,17400,41,0,0,0,0,1,0,0,0,0,0,0
29107,32.3863,CASH,F,NO,15500,21,0,0,0,0,1,1,0,0,0,0,0
63979,39.1,CARD,M,YES,20400,17,0,0,0,0,1,0,1,0,1,0,0
106290,33.0487,CHEQUE,M,YES,17000,35,0,0,1,0,0,0,0,0,0,0,0
90562,29.0087,CASH,M,YES,24300,24,0,0,0,1,1,0,0,0,0,1,0
99457,38.2007,CARD,F,NO,11700,16,1,1,0,1,0,0,0,0,0,1,0
25097,20.0102,CASH,M,NO,21900,40,0,0,0,1,1,1,0,0,1,0,0
70359,35.1138,CHEQUE,F,YES,14400,46,1,0,0,0,0,0,0,0,0,1,0
87450,48.2053,CARD,F,YES,17900,38,0,0,0,0,0,1,0,0,0,1,0
23682,29.7183,CHEQUE,M,YES,16800,48,0,0,0,1,0,1,1,1,0,0,0
66551,43.8679,CASH,M,NO,22000,30,0,0,1,0,0,0,0,0,0,1,0
49225,13.8218,CARD,F,YES,16300,43,0,0,0,0,0,0,0,0,0,0,0
13518,16.3794,CARD,F,YES,25400,50,0,0,0,0,0,0,0,0,0,0,0
69802,43.5423,CASH,F,YES,11000,33,0,0,0,1,0,0,1,0,0,0,0
77419,29.7398,CARD,M,YES,16700,36,0,0,0,1,0,1,1,0,0,0,1
59590,27.9826,CARD,M,YES,16200,26,0,0,1,1,0,1,1,0,1,0,0
108832,27.8603,CHEQUE,F,NO,15200,37,0,0,0,0,0,0,0,0,0,1,0
60688,37.1075,CASH,M,NO,24400,38,0,0,0,0,0,0,0,0,0,0,0
79001,38.5516,CARD,F,YES,20600,24,0,0,0,0,0,0,0,1,0,1,1
26396,22.7651,CARD,M,YES,27100,47,0,0,0,1,0,0,0,0,0,0,0
91986,35.1619,CASH,F,YES,19800,26,0,1,0,1,0,0,0,0,0,0,0
36040,37.3032,CASH,M,NO,28100,26,0,0,0,0,0,1,0,1,1,0,0
107876,21.8933,CHEQUE,M,NO,17600,44,0,0,0,0,0,0,1,1,0,1,0
71832,35.8777,CARD,F,NO,13300,43,0,0,0,0,1,0,0,0,0,1,0
66618,30.501,CASH,F,NO,15300,50,1,1,0,1,1,0,0,0,0,0,0
52128,13.6852,CARD,M,YES,29000,29,0,0,0,1,0,1,0,0,0,0,0
17201,37.7746,CARD,M,NO,26100,16,1,0,0,1,0,0,0,1,0,1,0
32646,26.531,CHEQUE,M,YES,15100,40,1,0,0,1,0,1,1,0,0,1,1
15109,13.5356,CARD,M,YES,19500,49,0,0,0,0,0,1,0,0,0,0,0
16055,40.5415,CASH,M,YES,29300,38,0,0,0,0,0,0,0,0,0,1,0
61789,14.3525,CASH,M,NO,25100,37,0,0,0,1,0,0,1,0,0,1,0
10236,42.0572,CASH,F,YES,17700,44,0,0,0,0,0,1,1,0,0,0,0
39081,47.5807,CHEQUE,M,YES,10600,18,0,1,1,1,1,1,1,1,1,0,0
60820,32.9802,CASH,F,NO,12300,20,0,0,0,1,0,0,0,0,0,0,0
55625,44.8626,CARD,F,NO,27400,38,1,1,0,0,1,0,0,1,1,0,1
14630,19.5788,CASH,M,NO,15200,31,0,0,0,1,0,1,1,0,0,0,0
89106,46.662,CHEQUE,F,YES,28900,32,0,1,0,0,1,0,0,1,0,0,1
52359,26.2052,CHEQUE,F,NO,10300,16,1,0,0,0,0,1,0,1,0,1,0
85472,14.5031,CARD,F,YES,20800,48,0,0,1,0,0,0,0,0,0,1,1
14368,34.9178,CHEQUE,F,NO,22800,31,0,0,0,0,1,0,0,1,0,0,1
31921,34.4264,CHEQUE,M,YES,11600,32,1,0,0,0,0,0,0,1,0,0,0
10150,41.1354,CARD,F,NO,10700,36,1,0,0,0,0,0,0,0,1,0,0
59352,49.4212,CASH,F,YES,21300,24,0,0,0,0,0,0,0,1,0,1,1
10614,19.0425,CASH,M,NO,25900,25,0,0,0,0,0,0,0,0,1,0,0
58566,37.6643,CASH,M,NO,18700,46,0,1,0,0,0,0,0,0,1,0,0
95655,25.5805,CASH,F,NO,13500,42,0,0,0,1,0,1,0,0,1,1,0
10451,15.0174,CHEQUE,M,NO,12500,19,0,0,0,1,0,1,1,0,0,0,1
28597,19.2051,CARD,M,YES,16400,18,0,0,0,1,1,1,1,0,0,0,0
13903,29.1647,CASH,F,NO,17800,32,1,1,1,1,1,0,0,0,1,0,0
69774,25.4476,CASH,M,YES,15900,45,0,0,0,1,0,1,1,1,1,0,0
33697,21.979,CASH,M,YES,19700,25,0,0,0,0,1,0,0,1,0,0,1
101784,33.0381,CASH,M,NO,20200,39,0,0,0,1,1,0,0,0,0,0,0
60073,11.656,CARD,M,YES,22600,34,0,0,0,0,0,0,0,1,0,1,0
35979,27.747,CARD,M,NO,19000,35,0,0,0,0,0,0,0,0,0,1,0
99046,23.6457,CASH,M,NO,29200,49,0,0,0,0,0,0,1,0,1,0,0
40579,49.542,CASH,F,YES,24600,45,0,0,0,0,0,0,0,1,0,0,1
48893,28.3283,CHEQUE,F,YES,10600,49,0,0,0,0,0,0,0,0,0,0,1
109048,42.5797,CARD,M,NO,24700,49,1,0,0,1,0,0,1,1,0,1,0
25256,39.6933,CARD,M,NO,21600,40,0,1,1,0,0,1,0,0,0,0,1
30504,27.5034,CHEQUE,F,NO,19600,37,0,1,0,0,0,0,0,0,0,1,0
33167,24.2185,CASH,F,NO,28600,21,0,0,0,0,0,1,1,0,0,0,0
43228,40.0922,CASH,M,NO,28600,44,1,0,0,0,0,0,0,0,0,0,0
104011,19.5891,CARD,F,NO,19100,42,0,0,0,0,0,0,0,1,1,0,0
52451,49.056,CHEQUE,M,NO,22800,47,0,1,1,0,0,0,0,1,0,0,0
75274,32.2881,CARD,M,NO,20400,23,1,0,0,1,0,0,0,0,1,1,0
19193,22.3496,CARD,M,NO,28700,21,0,0,0,0,0,0,0,1,1,0,1
32408,38.5706,CASH,F,YES,12400,32,0,0,0,0,0,0,1,0,0,0,0
96333,27.5586,CARD,M,NO,29600,26,0,0,0,1,0,0,0,0,0,0,0
99410,41.1357,CASH,F,NO,13000,40,0,0,1,0,0,0,0,0,0,0,0
58343,13.3662,CARD,M,YES,20700,44,0,0,1,0,0,0,0,0,0,0,1
12938,49.4836,CHEQUE,F,NO,12600,27,0,0,0,1,0,1,0,0,1,0,0
52903,38.6381,CASH,M,YES,24100,32,0,0,0,0,0,0,0,0,0,0,0
20844,24.3927,CASH,F,YES,13600,45,0,0,0,0,1,0,0,0,0,0,0
84605,17.8494,CHEQUE,F,YES,17300,48,1,0,0,0,0,0,0,0,0,0,0
83340,27.1358,CASH,F,YES,12500,44,0,0,0,0,0,0,1,1,1,0,0
34605,45.77,CARD,F,YES,22000,49,0,0,0,1,1,0,0,1,1,0,1
106494,46.5812,CARD,F,YES,18700,44,1,0,0,0,0,0,1,1,0,0,0
99624,20.9334,CHEQUE,F,NO,24400,36,1,0,0,0,0,0,0,1,1,0,0
47923,26.039,CARD,M,YES,24000,38,0,0,1,1,0,0,1,0,1,0,0
71607,23.4978,CASH,F,NO,25300,23,1,0,1,0,0,0,0,0,0,1,1
103485,23.6343,CASH,M,YES,25200,20,0,0,0,0,0,0,1,0,0,0,0
27890,22.2416,CARD,M,YES,23900,26,0,1,0,0,0,1,0,0,0,0,0
81851,13.9837,CARD,F,NO,17600,19,1,0,1,0,0,0,0,0,0,1,1
36364,19.7256,CARD,F,YES,17600,48,0,0,0,0,1,0,0,0,0,1,0
36951,12.9531,CHEQUE,F,YES,11700,32,0,0,0,0,0,0,1,0,0,0,1
106004,31.9126,CASH,M,YES,26200,27,0,0,0,0,0,0,0,1,1,0,0
40949,10.117,CASH,M,YES,16000,39,1,0,1,1,1,1,1,0,0,0,0
35904,38.0608,CHEQUE,F,NO,28400,20,1,0,1,1,0,0,0,1,1,1,1
106489,14.0777,CARD,F,YES,16100,41,0,0,0,0,0,0,0,0,0,0,0
80578,30.6867,CARD,F,YES,10800,40,0,0,0,0,0,0,1,0,0,0,1
109504,32.8441,CARD,M,YES,27400,21,0,1,1,0,0,0,0,0,0,0,1
28528,40.7113,CHEQUE,F,YES,27600,45,0,0,0,0,1,0,0,1,0,0,1
70664,36.8276,CASH,M,NO,22600,47,0,0,0,0,0,0,0,0,0,0,0
65088,11.9406,CHEQUE,M,NO,27000,19,1,1,0,0,0,0,0,0,0,1,1
90147,18.8338,CASH,M,YES,27800,30,0,0,1,0,0,0,0,0,0,0,0
28498,34.2302,CHEQUE,F,NO,12400,38,0,0,0,0,0,0,0,1,0,0,0
79890,37.4335,CHEQUE,F,NO,18100,50,0,0,1,0,0,0,0,0,0,1,0
42927,25.6375,CARD,F,YES,14600,24,0,0,0,0,0,0,0,0,0,0,0
91913,42.8928,CASH,M,NO,13200,45,0,0,0,0,0,0,1,0,1,0,0
32083,11.4418,CHEQUE,M,NO,18800,42,0,1,1,0,1,0,0,0,0,0,0
100918,18.49,CASH,M,YES,13900,27,0,0,0,1,1,1,1,0,0,0,0
89406,13.2185,CASH,F,YES,16500,37,1,0,0,0,0,0,1,0,0,0,0
23037,46.0157,CASH,F,YES,15700,45,1,0,0,1,0,0,0,0,1,0,0
103462,40.3384,CASH,F,YES,24500,26,1,0,0,0,0,0,1,1,0,0,1
89559,24.3813,CHEQUE,F,NO,15400,16,1,1,0,0,1,0,0,0,0,1,0
55629,49.6018,CASH,M,YES,27100,27,0,0,0,0,0,0,0,0,0,1,0
72986,25.9767,CARD,F,YES,22200,36,0,0,0,0,0,0,1,0,0,0,0
19209,46.367,CARD,M,YES,16900,21,1,1,0,1,0,1,1,0,0,0,0
64752,18.8473,CASH,F,NO,14100,38,0,0,1,1,0,0,1,0,0,0,0
35519,30.2371,CARD,M,YES,21400,32,0,0,0,0,0,1,0,0,0,0,0
103168,12.2678,CARD,F,YES,15900,22,1,0,0,1,0,0,1,1,1,0,1
46071,18.1207,CASH,F,NO,25100,32,1,0,0,0,0,0,0,0,1,1,0
109132,30.2881,CASH,F,YES,15100,38,0,1,0,0,0,0,0,0,1,0,0
47343,48.9554,CARD,F,YES,28300,41,0,1,0,0,0,1,0,1,0,0,1
47441,13.5428,CARD,F,YES,21600,36,0,1,0,0,0,1,0,0,0,0,1
93891,36.5954,CARD,F,NO,13900,20,1,0,0,0,0,0,0,0,0,1,0
13747,12.3374,CARD,F,NO,18700,38,0,0,0,0,0,0,1,0,0,0,0
89041,25.085,CHEQUE,M,NO,15900,25,0,0,0,1,0,1,1,0,0,0,0
55295,32.6529,CARD,F,NO,12400,47,1,0,1,0,1,1,0,0,0,0,0
47489,23.0236,CARD,M,YES,18400,41,0,0,0,0,0,0,0,1,0,0,1
59580,40.8781,CASH,M,YES,14200,50,1,0,1,1,0,1,1,0,0,0,0
98836,38.6026,CASH,F,YES,24900,29,0,0,0,1,0,0,0,1,0,1,1
92227,42.5332,CASH,F,NO,22600,29,1,0,0,1,0,0,0,1,0,0,1
34297,14.9744,CARD,F,NO,22600,32,0,0,0,0,0,0,0,0,0,0,0
25774,38.771,CASH,F,YES,26700,48,0,1,0,1,1,0,0,1,1,1,1
101031,47.5206,CARD,M,YES,15100,16,0,0,0,1,0,1,1,0,0,0,0
14890,31.8997,CHEQUE,M,YES,18700,29,0,1,0,0,0,0,0,0,0,0,0
63420,22.7588,CHEQUE,M,NO,19500,21,1,0,1,0,0,1,0,0,0,1,0
103325,46.2279,CARD,F,NO,17100,49,0,0,0,0,0,1,0,0,0,0,0
72849,20.7743,CARD,M,NO,19100,47,1,0,0,0,1,0,1,0,0,0,0
10987,37.7075,CASH,F,YES,29300,21,1,0,1,0,0,0,0,1,0,0,1
31083,45.6146,CASH,F,NO,20700,26,1,1,0,1,0,0,0,1,1,1,1
50258,43.0885,CASH,F,YES,19100,25,0,1,0,0,0,0,0,0,0,0,0
70206,15.322,CHEQUE,M,YES,18000,33,1,0,0,1,0,0,0,0,0,0,0
19519,12.4083,CARD,M,YES,23300,31,0,0,1,0,0,1,1,0,0,0,1
14658,46.8048,CARD,F,YES,24700,36,0,0,0,0,1,0,0,1,0,1,1
85860,30.4116,CASH,F,YES,18400,17,0,1,1,0,1,0,0,0,0,0,1
50087,40.9255,CARD,F,NO,17300,45,0,0,0,0,0,0,0,1,0,0,0
96078,10.4612,CASH,M,NO,16500,37,1,0,0,1,0,1,1,0,0,0,1
82096,44.5391,CASH,M,NO,10500,23,1,0,0,1,0,1,1,0,0,1,1
41996,28.3472,CARD,F,YES,23900,48,0,0,1,0,0,0,0,0,0,0,1
57207,39.1627,CHEQUE,M,YES,29700,48,0,0,1,0,0,0,0,1,0,0,1
105816,22.6473,CARD,F,NO,13900,37,1,0,1,1,0,0,0,0,0,0,0
94231,27.2609,CASH,M,YES,11600,28,0,0,0,0,1,1,0,0,0,0,1
80869,10.0454,CARD,F,YES,29400,29,0,0,0,0,1,0,0,1,0,0,0
51939,43.2419,CARD,M,YES,11500,47,0,0,0,1,0,1,1,1,0,0,0
89484,40.6552,CARD,M,NO,28600,47,0,0,0,1,0,0,1,0,0,0,0
99292,39.899,CARD,F,NO,19800,23,1,1,0,0,0,0,0,0,1,1,0
77232,28.7941,CHEQUE,M,NO,19600,22,1,0,1,0,0,0,0,0,0,1,0
79535,37.048,CARD,F,NO,18400,50,0,0,0,0,1,0,0,0,0,0,0
10944,45.3278,CARD,M,NO,10500,46,0,1,1,1,0,1,1,0,0,0,0
42524,14.2989,CHEQUE,F,NO,25700,22,1,1,1,0,0,0,0,0,1,1,0
90360,15.1372,CASH,F,NO,16000,47,0,0,0,0,1,1,1,0,0,0,0
79446,18.2451,CASH,M,YES,17000,17,0,0,0,0,0,0,0,0,0,0,0
40090,41.4851,CHEQUE,F,YES,13200,25,0,0,0,1,0,1,0,0,0,0,0
83003,49.2498,CHEQUE,F,YES,17100,47,0,0,0,0,0,0,0,0,1,0,0
12694,15.8634,CASH,F,NO,22100,40,1,0,0,0,0,0,0,0,0,0,1
79632,12.5362,CARD,M,NO,13000,43,0,0,0,1,0,1,1,0,0,0,0
95354,35.3973,CHEQUE,M,NO,13300,35,0,1,0,1,1,1,1,0,1,1,0
108596,39.33,CARD,M,NO,27600,44,0,0,0,0,1,0,1,0,0,0,0
44594,46.6746,CASH,F,YES,23400,50,0,0,0,0,0,0,0,1,0,0,1
24534,37.7386,CARD,F,YES,17000,22,1,0,0,0,0,0,0,0,1,0,1
27462,39.7479,CASH,F,YES,22300,39,0,0,0,0,0,0,1,0,1,0,0
108153,20.5804,CASH,F,NO,23500,32,0,0,0,0,0,0,0,0,1,0,1
93974,46.5105,CASH,M,NO,13200,33,0,1,0,1,0,0,0,0,1,0,0
39042,49.8321,CASH,F,NO,24200,46,0,0,0,0,1,0,0,1,0,0,1
108718,15.6206,CASH,M,YES,21600,18,0,0,0,0,0,0,1,0,0,1,0
59071,28.0768,CHEQUE,F,YES,28100,35,0,0,0,0,1,0,1,0,0,1,0
72299,24.0273,CHEQUE,F,YES,25800,24,1,0,0,0,0,0,1,0,1,1,0
103546,45.5893,CARD,M,NO,28500,44,0,0,0,0,0,0,0,0,0,0,0
52011,39.1196,CASH,F,NO,24500,25,0,0,0,0,0,0,1,0,0,0,0
81745,15.9576,CARD,F,YES,12400,49,0,0,1,0,0,0,0,0,1,0,0
70428,23.6085,CARD,F,NO,21600,42,0,0,1,1,0,0,1,1,1,0,0
85182,11.92,CARD,M,NO,27600,22,1,1,0,0,0,0,0,0,1,1,0
62175,17.9183,CASH,M,NO,13300,16,1,1,0,1,1,1,1,0,0,1,0
39715,28.2126,CASH,M,YES,20200,17,1,0,0,0,0,0,0,0,0,0,0
97328,24.0255,CASH,F,YES,14300,24,0,0,1,1,0,0,0,0,0,0,0
50064,47.0822,CARD,M,NO,15400,20,1,0,1,1,0,1,1,0,0,1,0
72200,12.4526,CASH,F,NO,14400,48,1,0,1,0,0,0,0,0,0,1,0
14301,39.9171,CASH,M,NO,14200,33,0,1,1,1,0,1,1,0,0,1,1
109583,41.0085,CARD,M,NO,29200,34,0,0,0,0,0,0,0,0,0,0,0
50647,38.5632,CARD,M,YES,22100,25,0,0,0,1,0,0,0,0,0,0,0
95443,47.9239,CARD,M,YES,29000,42,1,0,0,0,0,0,0,1,0,0,0
65225,43.856,CHEQUE,F,YES,25900,48,0,0,1,0,0,0,0,0,0,0,0
67809,10.3765,CHEQUE,F,NO,11600,39,0,0,0,0,0,1,0,0,1,0,0
74314,38.7031,CARD,F,NO,17500,31,1,0,0,0,1,1,0,0,0,0,0
57102,19.9099,CASH,M,NO,16100,30,0,0,0,1,0,1,1,0,0,1,0
61011,18.1253,CASH,M,YES,25000,21,0,0,0,0,0,0,1,0,0,0,1
52421,31.7355,CARD,M,NO,15000,16,1,0,0,1,1,1,1,1,1,1,0
17064,15.3259,CHEQUE,F,YES,15800,45,0,0,0,0,0,0,1,0,0,0,0
28061,37.2245,CARD,F,YES,23200,43,0,1,0,1,0,0,0,1,0,0,1
12291,41.9518,CASH,M,NO,26700,40,0,0,0,0,0,0,0,1,0,0,1
105095,48.0785,CASH,F,YES,18000,50,0,1,0,0,0,0,0,0,1,0,0
89958,34.4239,CASH,F,YES,19400,27,0,0,1,0,1,1,0,0,0,1,1
32432,28.3847,CHEQUE,M,YES,29700,34,0,1,0,0,0,1,0,0,0,0,1
70063,28.3932,CHEQUE,M,NO,18700,35,0,0,0,0,0,0,0,1,0,0,0
42037,49.7612,CASH,M,NO,29900,25,0,0,0,0,1,0,0,0,0,0,0
24258,34.8282,CARD,F,YES,14300,23,0,0,0,0,0,0,0,0,0,0,0
109672,16.5297,CARD,M,YES,15600,20,0,0,0,1,0,1,1,1,0,0,0
33891,12.0017,CARD,F,YES,13100,47,0,1,0,0,0,0,0,0,0,1,0
44775,23.5745,CHEQUE,F,NO,26400,44,1,0,0,0,0,0,1,1,0,1,0
57101,20.7588,CARD,M,YES,19800,49,1,0,0,0,0,1,0,0,0,0,0
13564,31.583,CHEQUE,F,YES,12900,19,0,0,1,0,0,0,0,0,0,0,0
28427,12.9735,CHEQUE,M,NO,10700,32,0,0,0,1,0,1,1,0,0,0,1
24864,24.6676,CASH,F,YES,19200,38,1,0,0,1,0,1,0,0,0,0,0
61159,47.2278,CARD,M,NO,25000,21,1,1,0,0,1,0,0,0,1,1,0
10645,18.4803,CARD,M,YES,13300,20,1,1,0,1,0,1,1,0,0,0,0
96076,24.4413,CASH,F,YES,22900,36,0,0,0,1,0,0,0,0,0,1,1
66651,25.6292,CHEQUE,F,YES,27900,44,0,0,0,0,0,0,0,0,0,0,0
61342,26.5892,CASH,F,NO,18900,41,0,0,0,1,1,0,1,0,0,0,0
94754,45.0857,CASH,F,NO,29700,41,0,0,0,1,1,0,0,1,1,1,1
37917,22.9288,CASH,F,NO,10500,26,1,1,0,0,0,0,0,1,0,0,0
18517,42.5094,CARD,M,YES,13900,38,1,1,0,1,0,1,1,0,0,0,0
14107,12.9508,CARD,F,NO,27500,33,0,1,0,0,0,0,0,0,0,1,0
91117,33.6103,CARD,M,NO,17800,21,1,0,0,0,0,0,0,0,0,1,0
28268,10.8787,CASH,M,NO,21300,26,0,0,1,0,0,0,0,0,0,1,0
76944,47.6155,CASH,F,YES,23900,34,0,0,0,0,0,0,1,1,0,0,1
58485,35.5474,CHEQUE,M,NO,28000,27,1,0,0,0,0,1,0,0,0,0,1
82801,42.5439,CARD,M,NO,20100,28,0,0,0,1,0,1,0,1,0,0,0
54314,31.2939,CASH,F,YES,28700,44,0,1,0,0,0,0,0,0,0,0,0
106122,32.3362,CASH,M,YES,23700,22,0,0,1,0,0,0,0,1,0,0,0
105188,44.3619,CASH,M,YES,26400,39,0,0,0,0,0,0,0,0,1,0,0
73708,43.3068,CHEQUE,F,NO,21900,36,1,0,0,1,0,0,0,1,1,1,1
72900,14.4639,CARD,M,NO,18700,17,1,0,1,0,0,0,0,0,0,1,0
29343,11.0385,CHEQUE,F,NO,27300,46,1,1,0,0,0,0,0,1,0,0,1
109884,35.8216,CARD,F,NO,15100,18,1,0,0,0,1,1,0,0,1,1,1
32160,19.7177,CASH,F,YES,20600,33,0,0,0,0,0,1,1,0,0,0,1
59297,49.3566,CHEQUE,F,NO,22000,28,0,0,0,1,1,0,1,1,0,0,1
101544,38.5665,CARD,M,NO,25100,47,1,0,0,0,1,1,0,0,0,0,0
